,Date,Eclipse Time,Eclipse Type,Latitude,Longitude
11545,2860 May 12,03:09:22,A,60.7N,114.9E
11546,2860 November 4,09:55:28,T,49.6S,19.3E
11547,2861 April 1,12:06:04,P,61.2S,94.6E
11548,2861 May 1,05:17:17,P,62.3N,6.9W
11549,2861 September 25,17:38:14,P,61.2N,15.1E
11550,2861 October 25,02:14:31,P,61.9S,42.7E
11551,2862 March 21,13:59:08,A,38.5S,12.4E
11552,2862 September 15,06:23:08,A,34.2N,117.9E
11553,2863 March 10,22:51:08,H,2.3S,146.9W
11554,2863 September 4,12:09:14,A,1.6S,7.7E
11555,2864 February 28,13:20:36,T,32.0N,25.8W
11556,2864 August 23,12:47:18,A,48.1S,34.4W
11557,2865 January 18,17:34:21,P,63.6S,70.9E
11558,2865 February 17,05:07:43,P,61.9N,53.7E
11559,2865 July 14,04:03:03,P,64.0N,80.8W
11560,2866 January 8,02:33:07,A,64.5S,179.3E
11561,2866 July 3,17:03:16,T,38.7N,55.8W
11562,2866 December 28,04:18:59,A,24.4S,129.9E
11563,2867 June 23,09:57:35,T,4.1S,43.0E
11564,2867 December 17,03:31:29,A,18.4N,137.7E
11565,2868 May 13,16:37:07,P,69.4N,149.9E
11566,2868 June 12,02:08:55,P,66.8S,157.0E
11567,2868 November 5,18:57:09,P,70.2S,123.1E
11568,2868 December 5,07:40:55,P,67.6N,79.9E
11569,2869 May 2,23:40:23,A,60.4N,178.2W
11570,2869 October 26,09:28:07,T,56.5S,30.1E
11571,2870 April 22,00:24:56,A,12.0N,171.8W
11572,2870 October 16,01:55:41,T,9.9S,161.9E
11573,2871 April 11,01:25:37,A,36.3S,172.1W
11574,2871 October 5,15:39:10,H,40.2N,26.4W
11575,2872 February 29,21:22:44,P,71.7N,169.8E
11576,2872 March 30,08:50:29,P,72.1S,139.8E
11577,2872 August 25,08:07:26,P,71.5S,16.1E
11578,2872 September 23,22:50:02,Pb,72.1N,62.5W
11579,2873 February 18,12:39:50,T,27.1N,2.8W
11580,2873 August 14,08:34:15,A,19.8S,59.8E
11581,2874 February 8,03:54:12,T,16.9S,139.7E
11582,2874 August 3,12:56:53,A,29.7N,5.1E
11583,2875 January 28,14:30:34,A,66.3S,2.2W
11584,2875 July 24,00:34:50,T,81.5N,47.8W
11585,2875 December 18,22:44:21,P,65.8N,130.6W
11586,2876 January 17,17:47:01,P,68.7S,94.3E
11587,2876 June 13,10:16:45,T,33.8S,49.4E
11588,2876 December 6,22:44:54,A,35.5N,136.5W
11589,2877 June 3,01:23:34,T,16.2N,175.3E
11590,2877 November 26,05:06:29,A,14.8S,116.6E
11591,2878 May 23,10:17:43,A,60.3N,17.1E
11592,2878 November 15,18:18:28,T,51.7S,102.6W
11593,2879 April 12,19:28:29,P,61.5S,24.2W
11594,2879 May 12,12:15:42,P,62.9N,120.0W
11595,2879 October 7,01:29:04,P,61.3N,110.8W
11596,2879 November 5,10:30:50,P,62.5S,89.8W
11597,2880 March 31,21:48:29,A,36.8S,105.1W
11598,2880 September 25,13:45:31,A,34.0N,9.1E
11599,2881 March 21,07:10:48,T,0.9N,88.6E
11600,2881 September 14,18:58:55,Am,1.9S,93.3W
11601,2882 March 10,21:58:32,T,34.4N,156.2W
11602,2882 September 3,19:25:39,A,42.7S,129.0W
11603,2883 January 30,02:15:42,P,62.8S,68.1W
11604,2883 February 28,13:48:03,P,61.5N,84.7W
11605,2883 July 25,11:05:22,P,63.3N,164.7E
11606,2883 August 23,22:19:19,Pb,61.7S,152.0E
11607,2884 January 19,10:53:53,A,61.7S,60.4E
11608,2884 July 14,00:27:39,T,41.3N,162.8W
11609,2885 January 7,12:20:24,A,23.9S,11.5E
11610,2885 July 3,17:29:55,T,0.1N,70.2W
11611,2885 December 27,11:34:23,A,17.1N,15.6E
11612,2886 May 25,00:04:54,P,68.5N,26.8E
11613,2886 June 23,09:33:12,P,65.8S,36.1E
11614,2886 November 17,03:10:24,P,69.3S,12.0W
11615,2886 December 16,16:00:53,P,66.5N,55.3W
11616,2887 May 14,06:50:27,A,69.0N,73.3E
11617,2887 November 6,17:45:34,T,63.0S,94.6W
11618,2888 May 2,07:31:10,Am,18.6N,81.1E
11619,2888 October 26,10:03:09,T,16.0S,39.5E
11620,2889 April 21,08:53:56,A,29.3S,72.4E
11621,2889 October 15,23:21:08,H,33.1N,145.6W
11622,2890 March 12,05:52:26,P,72.0N,28.9E
11623,2890 April 10,16:51:03,P,71.7S,6.2E
11624,2890 September 5,14:49:00,P,72.0S,97.5W
11625,2890 October 5,05:59:26,P,72.0N,176.6E
11626,2891 March 1,21:22:05,T,31.7N,135.2W
11627,2891 August 25,15:12:39,A,28.6S,43.3W
11628,2892 February 19,12:34:51,T,12.6S,9.9E
11629,2892 August 13,19:55:10,A,21.9N,100.0W
11630,2893 February 7,22:54:55,A,61.9S,125.1W
11631,2893 August 3,07:55:25,T,76.0N,120.7E
11632,2893 December 29,06:42:03,Pe,66.8N,100.1E
11633,2894 January 28,01:52:44,P,69.7S,38.5W
11634,2894 June 24,17:49:14,T,42.9S,66.3W
11635,2894 December 18,06:49:29,A,37.0N,99.4E
11636,2895 June 14,08:45:51,T,12.9N,65.9E
11637,2895 December 7,13:27:23,A,15.3S,7.4W
11638,2896 June 2,17:19:15,A,58.5N,79.0W
11639,2896 November 26,02:48:19,T,53.6S,134.7E
11640,2897 April 23,02:43:17,Pe,61.9S,141.2W
11641,2897 May 22,19:05:57,P,63.7N,128.7E
11642,2897 October 17,09:25:31,P,61.6N,121.9E
11643,2897 November 15,18:54:00,P,63.1S,135.9E
11644,2898 April 12,05:31:42,A,36.2S,138.9E
11645,2898 October 6,21:13:41,A,34.1N,101.8W
11646,2899 April 1,15:24:35,T,3.8N,34.3W
11647,2899 September 26,01:55:26,A,2.7S,163.9E
11648,2900 March 22,06:30:52,T,36.9N,75.3E
11649,2900 September 15,02:09:43,A,40.1S,133.1E
11650,2901 February 10,10:54:17,P,62.1S,153.8E
11651,2901 March 11,22:22:36,P,61.3N,138.5E
11652,2901 August 5,18:10:19,P,62.6N,49.9E
11653,2901 September 4,05:19:41,P,61.3S,38.7E
11654,2902 January 30,19:12:16,A,58.3S,60.1W
11655,2902 July 26,07:52:48,T,42.9N,90.4E
11656,2903 January 19,20:22:19,A,22.6S,107.2W
11657,2903 July 16,01:00:45,T,3.4N,177.5E
11658,2904 January 8,19:40:31,A,16.7N,107.2W
11659,2904 June 5,07:24:50,Pe,67.5N,93.8W
11660,2904 July 4,16:52:58,P,64.8S,83.3W
11661,2904 November 28,11:32:06,P,68.3S,148.6W
11662,2904 December 28,00:26:56,P,65.5N,168.5E
11663,2905 May 25,13:49:06,A,78.6N,32.5W
11664,2905 November 18,02:11:36,T,68.9S,141.3E
11665,2906 May 14,14:27:44,A,25.2N,23.0W
11666,2906 November 7,18:18:03,T,21.3S,84.1W
11667,2907 May 3,16:15:29,A,22.4S,40.9W
11668,2907 October 28,07:09:47,A,26.8N,94.3E
11669,2908 March 23,14:18:02,P,72.1N,111.2W
11670,2908 April 22,00:46:33,P,71.1S,125.7W
11671,2908 September 16,21:33:42,P,72.2S,147.8E
11672,2908 October 16,13:13:45,P,71.6N,54.7E
11673,2909 March 13,06:00:58,T,36.8N,93.1E
11674,2909 September 5,21:55:40,A,37.7S,148.5W
11675,2910 March 2,21:10:45,T,7.9S,119.0W
11676,2910 August 26,02:59:33,H,14.0N,152.8E
11677,2911 February 20,07:15:04,A,57.0S,110.7E
11678,2911 August 15,15:20:21,T,65.5N,5.9W
11679,2912 February 9,09:55:08,P,70.6S,171.1W
11680,2912 July 6,01:20:07,Ts,58.5S,176.0E
11681,2912 August 4,08:04:45,Pb,70.0N,137.2W
11682,2912 December 29,14:58:37,A,38.8N,26.2W
11683,2913 June 25,16:01:38,T,8.5N,42.4W
11684,2913 December 18,21:55:06,Am,15.2S,133.1W
11685,2914 June 15,00:12:40,A,55.2N,174.3W
11686,2914 December 8,11:24:42,T,55.0S,11.2E
11687,2915 June 4,01:48:52,P,64.6N,19.1E
11688,2915 October 29,17:29:53,P,62.1N,7.5W
11689,2915 November 28,03:24:22,P,63.9S,0.5W
11690,2916 April 23,13:07:22,A,37.1S,24.8E
11691,2916 October 18,04:47:37,A,34.6N,145.3E
11692,2917 April 12,23:31:15,T,6.2N,155.2W
11693,2917 October 7,08:58:15,A,3.8S,59.5E
11694,2918 April 2,14:55:22,T,39.3N,50.4W
11695,2918 September 26,09:02:12,A,39.2S,32.5E
11696,2919 February 21,19:29:46,P,61.7S,16.6E
11697,2919 March 23,06:50:58,P,61.3N,3.2E
11698,2919 August 17,01:18:50,P,62.1N,65.7W
11699,2919 September 15,12:26:49,P,61.2S,76.3W
11700,2920 February 11,03:28:36,A,54.6S,178.1E
11701,2920 August 5,15:19:10,T,43.8N,16.6W
11702,2921 January 30,04:24:58,A,20.3S,133.7E
11703,2921 July 26,08:29:29,T,5.8N,66.2E
11704,2922 January 19,03:50:04,A,17.2N,129.3E
11705,2922 July 16,00:09:45,P,64.0S,158.3E
11706,2922 December 9,19:59:54,P,67.3S,73.9E
11707,2923 January 8,08:55:51,P,64.5N,32.0E
11708,2923 June 5,20:41:46,A,89.5N,150.0E
11709,2923 November 29,10:43:53,T,73.8S,20.2E
11710,2924 May 24,21:17:54,A,31.5N,124.7W
11711,2924 November 18,02:38:44,T,25.8S,151.6E
11712,2925 May 13,23:30:12,A,15.6S,152.0W
11713,2925 November 7,15:05:14,A,21.4N,26.9W
11714,2926 April 3,22:34:55,P,71.9N,111.0E
11715,2926 May 3,08:33:18,P,70.4S,105.2E
11716,2926 September 28,04:26:34,Pe,72.2S,31.0E
11717,2926 October 27,20:36:57,P,71.0N,69.0W
11718,2927 March 24,14:32:03,T,42.6N,36.8W
11719,2927 September 17,04:46:05,A,47.1S,103.2E
11720,2928 March 13,05:39:54,T,2.6S,113.3E
11721,2928 September 5,10:09:23,H,6.1N,43.8E
11722,2929 March 2,15:29:16,A,51.7S,13.5W
11723,2929 August 25,22:47:43,T,55.6N,124.4W
11724,2930 February 19,17:54:40,P,71.3S,56.3E
11725,2930 July 17,08:47:32,P,68.5S,53.0E
11726,2930 August 15,15:36:52,P,70.8N,97.7E
11727,2931 January 9,23:12:05,A,40.7N,153.2W
11728,2931 July 6,23:13:24,T,3.1N,150.5W
11729,2931 December 30,06:28:24,A,14.5S,99.7E
11730,2932 June 25,07:00:01,A,50.5N,90.0E
11731,2932 December 18,20:06:44,T,55.4S,113.0W
11732,2933 June 14,08:26:15,P,65.5N,89.5W
11733,2933 November 9,01:40:31,P,62.6N,138.6W
11734,2933 December 8,12:00:20,P,64.9S,138.6W
11735,2934 May 4,20:36:37,A,39.7S,87.5W
11736,2934 October 29,12:28:43,A,35.6N,29.9E
11737,2935 April 24,07:32:13,Tm,7.9N,85.5E
11738,2935 October 18,16:07:51,A,5.0S,46.7W
11739,2936 April 12,23:13:37,T,41.6N,173.6W
11740,2936 October 6,16:02:39,A,39.4S,70.1W
11741,2937 March 4,03:58:34,P,61.3S,118.8W
11742,2937 April 2,15:10:19,P,61.4N,129.7W
11743,2937 August 27,08:32:10,P,61.7N,177.6E
11744,2937 September 25,19:42:19,P,61.1S,166.7E
11745,2938 February 21,11:39:31,A,51.1S,56.6E
11746,2938 August 16,22:49:03,T,43.9N,124.7W
11747,2939 February 10,12:23:38,A,17.6S,15.2E
11748,2939 August 6,15:59:27,T,7.3N,45.1W
11749,2940 January 30,11:59:57,A,18.3N,5.8E
11750,2940 July 26,07:23:06,T,48.0S,60.3E
11751,2940 December 20,04:34:38,P,66.2S,64.9W
11752,2941 January 18,17:28:26,P,63.6N,105.1W
11753,2941 June 16,03:25:38,A+,66.4N,43.9W
11754,2941 December 9,19:23:14,T,77.0S,95.1W
11755,2942 June 5,04:00:12,A,37.5N,136.5E
11756,2942 November 29,11:06:48,T,29.3S,26.2E
11757,2943 May 25,06:39:59,A,9.2S,98.8E
11758,2943 November 18,23:06:18,A,17.0N,148.9W
11759,2944 April 14,06:47:04,P,71.4N,25.3W
11760,2944 May 13,16:15:49,P,69.5S,22.3W
11761,2944 November 7,04:06:22,P,70.2N,166.4E
11762,2945 April 3,22:56:50,T,49.0N,165.4W
11763,2945 September 27,11:43:51,A,56.6S,9.2W
11764,2946 March 24,14:02:24,T,3.0N,12.9W
11765,2946 September 16,17:27:21,H,1.6S,67.3W
11766,2947 March 13,23:36:01,A,46.1S,137.0W
11767,2947 September 6,06:21:54,T,46.5N,117.8E
11768,2948 March 2,01:48:24,P,71.9S,75.3W
11769,2948 July 27,16:14:08,P,69.5S,69.8W
11770,2948 August 25,23:11:43,P,71.4N,28.5W
11771,2949 January 20,07:27:37,A,43.0N,79.2E
11772,2949 July 17,06:21:27,T,3.2S,101.6E
11773,2950 January 9,15:04:40,H,13.0S,28.4W
11774,2950 July 6,13:42:14,A,44.7N,6.5W
11775,2950 December 30,04:53:21,T,54.9S,121.7E
11776,2951 June 25,14:58:47,P,66.5N,162.7E
11777,2951 November 20,09:57:41,P,63.4N,88.5E
11778,2951 December 19,20:40:59,P,65.9S,81.8E
11779,2952 May 15,03:59:11,A,44.9S,162.2E
11780,2952 November 8,20:16:40,A,37.2N,87.8W
11781,2953 May 4,15:24:35,T,8.6N,31.5W
11782,2953 October 28,23:25:40,A,6.1S,155.1W
11783,2954 April 24,07:23:39,T,43.6N,66.2E
11784,2954 October 17,23:12:15,A,40.4S,175.0W
11785,2955 March 15,12:21:15,P,61.2S,107.5E
11786,2955 April 13,23:22:16,P,61.6N,99.1E
11787,2955 September 7,15:51:40,P,61.4N,59.5E
11788,2955 October 7,03:06:31,P,61.2S,47.5E
11789,2956 March 3,19:46:05,A,47.8S,64.6W
11790,2956 August 27,06:20:57,T,43.8N,126.2E
11791,2957 February 20,20:20:31,A,14.5S,103.0W
11792,2957 August 16,23:30:11,T,8.0N,156.4W
11793,2958 February 9,20:08:50,A,20.0N,117.4W
11794,2958 August 6,14:36:40,T,40.0S,45.9W
11795,2958 December 31,13:13:25,P,65.2S,155.8E
11796,2959 January 30,02:01:14,P,62.8N,118.1E
11797,2959 June 27,10:05:42,P,65.4N,153.5W
11798,2959 December 21,04:06:06,T,77.9S,155.0E
11799,2960 June 15,10:38:45,A,42.9N,40.0E
11800,2960 December 9,19:39:39,T,31.7S,99.8W
11801,2961 June 4,13:43:19,A,3.1S,8.2W
11802,2961 November 29,07:14:06,A,13.5N,87.7E
11803,2962 April 25,14:50:32,P,70.8N,158.9W
11804,2962 May 24,23:51:19,P,68.5S,147.3W
11805,2962 November 18,11:43:40,P,69.3N,40.3E
11806,2963 April 15,07:12:58,T,55.9N,68.0E
11807,2963 October 8,18:51:34,A,66.0S,129.0W
11808,2964 April 3,22:16:19,T,8.9N,137.0W
11809,2964 September 27,00:52:08,Hm,9.2S,179.9E
11810,2965 March 24,07:35:07,A,40.2S,100.9E
11811,2965 September 16,14:01:24,T,37.9N,0.5W
11812,2966 March 13,09:35:29,P,72.2S,154.3E
11813,2966 August 7,23:40:32,P,70.3S,166.9E
11814,2966 September 6,06:50:40,P,71.9N,156.3W
11815,2967 January 31,15:44:49,A,45.6N,49.1W
11816,2967 July 28,13:27:22,H3,10.4S,6.5W
11817,2968 January 20,23:43:38,H,10.8S,157.3W
11818,2968 July 16,20:21:17,A,37.9N,104.0W
11819,2969 January 9,13:43:10,T,53.3S,4.9W
11820,2969 July 5,21:27:17,P,67.5N,55.6E
11821,2969 November 30,18:20:54,P,64.2N,46.2W
11822,2969 December 30,05:25:34,P,66.9S,59.2W
11823,2970 May 26,11:17:06,A,55.7S,55.7E
11824,2970 November 20,04:10:31,A,39.2N,152.3E
11825,2971 May 15,23:12:11,T,8.4N,147.3W
11826,2971 November 9,06:51:08,A,7.1S,94.6E
11827,2972 May 4,15:26:42,T,45.0N,51.1W
11828,2972 October 28,06:30:35,A,41.9S,78.3E
11829,2973 March 25,20:35:44,P,61.2S,24.2W
11830,2973 April 24,07:25:04,P,62.1N,29.9W
11831,2973 September 17,23:18:46,P,61.3N,60.5W
11832,2973 October 17,10:40:42,P,61.5S,74.1W
11833,2974 March 15,03:43:12,A,45.4S,176.4E
11834,2974 September 7,13:59:21,T,43.5N,14.9E
11835,2975 March 4,04:11:02,A,11.3S,140.1E
11836,2975 August 28,07:03:32,Tm,8.0N,91.8E
11837,2976 February 21,04:15:07,A,22.1N,120.2E
11838,2976 August 16,21:49:43,T,35.2S,152.8W
11839,2977 January 10,21:56:20,P,64.3S,15.9E
11840,2977 February 9,10:33:46,P,62.1N,18.4W
11841,2977 July 7,16:38:49,P,64.5N,99.0E
11842,2977 December 31,12:54:33,T,76.1S,40.7E
11843,2978 June 26,17:12:36,A,47.7N,53.9W
11844,2978 December 21,04:17:20,T,32.9S,133.5E
11845,2979 June 15,20:44:09,A,2.4N,113.9W
11846,2979 December 10,15:27:25,A,11.1N,36.6W
11847,2980 May 5,22:48:34,Pe,70.0N,69.5E
11848,2980 June 4,07:22:42,P,67.5S,89.2E
11849,2980 November 28,19:27:28,P,68.3N,86.7W
11850,2981 April 25,15:22:39,T,63.3N,57.6W
11851,2981 October 19,02:08:17,A,74.1S,93.7E
11852,2982 April 15,06:21:40,T,14.9N,101.1E
11853,2982 October 8,08:26:58,H,16.4S,65.0E
11854,2983 April 4,15:25:41,A,34.1S,19.3W
11855,2983 September 27,21:47:41,T,30.0N,120.0W
11856,2984 March 23,17:14:44,P,72.3S,25.8E
11857,2984 August 18,07:08:25,P,71.1S,42.6E
11858,2984 September 16,14:34:20,P,72.1N,74.3E
11859,2985 February 11,00:00:02,A,48.9N,177.3W
11860,2985 August 7,20:31:50,H,18.3S,115.0W
11861,2986 January 31,08:22:37,H,7.8S,73.5E
11862,2986 July 28,02:58:21,A,30.6N,157.6E
11863,2987 January 20,22:33:24,T,50.6S,132.7W
11864,2987 July 17,03:54:36,A,80.0N,66.4W
11865,2987 December 12,02:50:04,Pe,65.2N,177.4E
11866,2988 January 10,14:12:58,P,68.0S,158.6E
11867,2988 June 5,18:28:53,P,64.8S,51.6W
11868,2988 November 30,12:11:10,A,41.7N,29.8E
11869,2989 May 26,06:52:44,T,7.0N,98.6E
11870,2989 November 19,14:25:04,A,7.8S,18.0W
11871,2990 May 15,23:22:03,T,45.4N,165.7W
11872,2990 November 8,13:59:19,A,43.5S,30.7W
11873,2991 April 6,04:43:03,P,61.4S,154.2W
11874,2991 May 5,15:20:42,P,62.6N,157.2W
11875,2991 September 29,06:52:19,Pe,61.4N,178.0E
11876,2991 October 28,18:23:00,P,61.9S,162.1E
11877,2992 March 25,11:34:16,A,43.8S,58.8E
11878,2992 September 17,21:42:08,T,43.5N,98.1W
11879,2993 March 14,11:55:59,A,8.1S,24.5E
11880,2993 September 7,14:40:11,T,7.4N,21.0W
11881,2994 March 3,12:17:48,A,24.5N,1.0W
11882,2994 August 28,05:05:38,T,32.5S,99.3E
11883,2995 January 22,06:39:24,P,63.5S,123.8W
11884,2995 February 20,19:02:58,P,61.6N,153.9W
11885,2995 July 18,23:11:40,P,63.7N,8.1W
11886,2995 August 17,13:03:11,Pb,62.0S,60.2W
11887,2996 January 11,21:44:38,T,72.9S,81.5W
11888,2996 July 6,23:44:03,A,51.6N,145.6W
11889,2996 December 31,12:58:17,T,32.9S,6.2E
11890,2997 June 26,03:41:44,A,7.2N,141.9E
11891,2997 December 20,23:45:15,A,9.6N,161.9W
11892,2998 June 15,14:49:27,P,66.5S,32.5W
11893,2998 December 10,03:18:31,P,67.2N,145.0E
11894,2999 May 6,23:23:57,T,71.5N,177.3E
11895,2999 October 30,09:34:33,A-,70.9S,84.7W
11896,3000 April 26,14:18:06,T,21.1N,18.4W
11897,3000 October 19,16:10:16,H,23.1S,51.6W
